
央视,#genre#
CCTV10科教,http://182.114.48.220:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•19『线路2』
CCTV10科教,http://39.164.160.249:9901/tsfile/live/0010_1.m3u8$LR•IPV4•19『线路3』
CCTV10科教,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$LR•IPV4•19『线路4』
CCTV10科教,http://183.11.239.36:808/hls/28/index.m3u8$LR•IPV4•19『线路5』
CCTV10科教,http://120.76.248.139/live/bfgd/4200000129.m3u8$LR•IPV4•19『线路6』
CCTV10科教,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8$LR•IPV4•19『线路7』
CCTV10科教,http://z.b.bkpcp.top/m.php?id=CCTV-10科教科教$LR•IPV4•19『线路8』
CCTV10科教,http://goo.bkpcp.top/mg/cctv10$LR•IPV4•19『线路9』
CCTV10科教,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8$LR•IPV4•19『线路10』
CCTV10科教,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd$LR•IPV4•19『线路11』
CCTV10科教,https://www.freetv.top/migu/624878405.m3u8?migutoken=e7e8abe9ae322869a93e8450014e08c5949217331c53007abb9f6eee64b06cc42f81828befee8b129005bcdebf805a1bbd19f0949e8329cf7ff4ab9379e930cfb8185ddf66c83b972ea6481e86$LR•IPV4•19『线路12』
CCTV10科教,http://fm1077.serv00.net/Smart.php?id=cctv10hd$LR•IPV4•19『线路13』
CCTV10科教,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8$LR•IPV6•19『线路14』
CCTV10科教,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8$LR•IPV6•19『线路15』
CCTV10科教,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226464/1.m3u8$LR•IPV6•19『线路16』
CCTV10科教,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8$LR•IPV6•19『线路17』
CCTV10科教,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$LR•IPV6•19『线路18』
CCTV10科教,https://live.chinacert.cftest5.cn/mg/?id=624878405$LR•IPV4•19『线路19』
CCTV11戏曲,http://112.27.235.94:8000/hls/12/index.m3u8$LR•IPV4•19『线路1』
CCTV11戏曲,http://60.16.0.216:5757/hls/12/index.m3u8$LR•IPV4•19『线路2』
CCTV11戏曲,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8$LR•IPV4•19『线路3』
CCTV11戏曲,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$LR•IPV4•19『线路4』
CCTV11戏曲,http://183.11.239.36:808/hls/29/index.m3u8$LR•IPV4•19『线路5』
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8$LR•IPV4•19『线路6』
CCTV11戏曲,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8$LR•IPV4•19『线路7』
CCTV11戏曲,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565$LR•IPV4•19『线路8』
CCTV11戏曲,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8$LR•IPV4•19『线路9』
CCTV11戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11$LR•IPV4•19『线路10』
CCTV11戏曲,http://fm1077.serv00.net/Smart.php?id=cctv11$LR•IPV4•19『线路11』
CCTV11戏曲,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV6•19『线路12』
CCTV11戏曲,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8$LR•IPV6•19『线路13』
CCTV11戏曲,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8$LR•IPV6•19『线路14』
CCTV11戏曲,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8$LR•IPV6•19『线路15』
CCTV11戏曲,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8$LR•IPV6•19『线路16』
CCTV11戏曲,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8$LR•IPV6•19『线路17』
CCTV11戏曲,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$LR•IPV6•19『线路18』
CCTV11戏曲,https://live.chinacert.cftest5.cn/mg/?id=667987558$LR•IPV4•19『线路19』
CCTV12社会与法,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•21『线路1』
CCTV12社会与法,http://112.27.235.94:8000/hls/13/index.m3u8$LR•IPV4•21『线路2』
CCTV12社会与法,http://60.16.0.216:5757/hls/13/index.m3u8$LR•IPV4•21『线路3』
CCTV12社会与法,http://182.114.48.220:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•21『线路4』
CCTV12社会与法,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$LR•IPV4•21『线路5』
CCTV12社会与法,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$LR•IPV4•21『线路6』
CCTV12社会与法,http://183.11.239.36:808/hls/30/index.m3u8$LR•IPV4•21『线路7』
CCTV12社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8$LR•IPV4•21『线路8』
CCTV12社会与法,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4•21『线路9』
CCTV12社会与法,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731$LR•IPV4•21『线路10』
CCTV12社会与法,http://z.b.bkpcp.top/m.php?id=CCTV-12社会与法社会与法$LR•IPV4•21『线路11』
CCTV12社会与法,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8$LR•IPV4•21『线路12』
CCTV12社会与法,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081$LR•IPV4•21『线路13』
CCTV12社会与法,https://smart.pendy.dpdns.org/Smart.php?id=cctv12$LR•IPV4•21『线路14』
CCTV12社会与法,http://fm1077.serv00.net/Smart.php?id=cctv12$LR•IPV4•21『线路15』
CCTV12社会与法,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6•21『线路16』
CCTV12社会与法,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2knJCFLHz_HqfBZXNGeA1A%7E_eNUb$LR•IPV6•21『线路17』
CCTV12社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8$LR•IPV6•21『线路18』
CCTV12社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$LR•IPV6•21『线路19』
CCTV12社会与法,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$LR•IPV6•21『线路20』
CCTV12社会与法,https://live.chinacert.cftest5.cn/mg/?id=673168185$LR•IPV4•21『线路21』
CCTV13新闻,http://112.27.235.94:8000/hls/14/index.m3u8$LR•IPV4•18『线路1』
CCTV13新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•18『线路2』
CCTV13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4•18『线路3』
CCTV13新闻,http://60.16.0.216:5757/hls/14/index.m3u8$LR•IPV4•18『线路4』
CCTV13新闻,http://182.114.48.220:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•18『线路5』
CCTV13新闻,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8$LR•IPV4•18『线路6』
CCTV13新闻,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$LR•IPV4•18『线路7』
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4•18『线路8』
CCTV13新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$LR•IPV4•18『线路9』
CCTV13新闻,http://144.255.32.94:8288/rtp/239.21.2.3:5002$LR•IPV4•18『线路10』
CCTV13新闻,http://z.b.bkpcp.top/m.php?id=cctv13$LR•IPV4•18『线路11』
CCTV13新闻,http://j.x.bkpcp.top/jx/CCTV13HD$LR•IPV4•18『线路12』
CCTV13新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$LR•IPV4•18『线路13』
CCTV13新闻,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8$LR•IPV4•18『线路14』
CCTV13新闻,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec$LR•IPV4•18『线路15』
CCTV13新闻,https://smart.pendy.dpdns.org/Smart.php?id=cctv13$LR•IPV4•18『线路16』
CCTV13新闻,http://fm1077.serv00.net/Smart.php?id=cctv13$LR•IPV4•18『线路17』
CCTV13新闻,https://live.chinacert.cftest5.cn/mg/?id=608807423$LR•IPV4•18『线路18』
CCTV14少儿,http://112.27.235.94:8000/hls/15/index.m3u8$LR•IPV4•18『线路1』
CCTV14少儿,http://60.16.0.216:5757/hls/15/index.m3u8$LR•IPV4•18『线路2』
CCTV14少儿,http://182.114.48.220:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•18『线路3』
CCTV14少儿,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8$LR•IPV4•18『线路4』
CCTV14少儿,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$LR•IPV4•18『线路5』
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8$LR•IPV4•18『线路6』
CCTV14少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8$LR•IPV4•18『线路7』
CCTV14少儿,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8$LR•IPV4•18『线路8』
CCTV14少儿,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732$LR•IPV4•18『线路9』
CCTV14少儿,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8$LR•IPV4•18『线路10』
CCTV14少儿,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0$LR•IPV4•18『线路11』
CCTV14少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14$LR•IPV4•18『线路12』
CCTV14少儿,http://fm1077.serv00.net/Smart.php?id=cctv14$LR•IPV4•18『线路13』
CCTV14少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$LR•IPV6•18『线路14』
CCTV14少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$LR•IPV6•18『线路15』
CCTV14少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8$LR•IPV6•18『线路16』
CCTV14少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8$LR•IPV6•18『线路17』
CCTV14少儿,https://live.chinacert.cftest5.cn/mg/?id=624878440$LR•IPV4•18『线路18』
CCTV15音乐,http://112.27.235.94:8000/hls/16/index.m3u8$LR•IPV4•18『线路1』
CCTV15音乐,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8$LR•IPV4•18『线路2』
CCTV15音乐,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$LR•IPV4•18『线路3』
CCTV15音乐,http://gmxw.7766.org:808/hls/102/index.m3u8$LR•IPV4•18『线路4』
CCTV15音乐,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8$LR•IPV4•18『线路5』
CCTV15音乐,http://183.11.239.36:808/hls/102/index.m3u8$LR•IPV4•18『线路6』
CCTV15音乐,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8$LR•IPV4•18『线路7』
CCTV15音乐,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4$LR•IPV4•18『线路8』
CCTV15音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15$LR•IPV4•18『线路9』
CCTV15音乐,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227175/index.m3u8$LR•IPV4•18『线路10』
CCTV15音乐,http://fm1077.serv00.net/Smart.php?id=cctv15$LR•IPV4•18『线路11』
CCTV15音乐,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8$LR•IPV6•18『线路12』
CCTV15音乐,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8$LR•IPV6•18『线路13』
CCTV15音乐,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8$LR•IPV6•18『线路14』
CCTV15音乐,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8$LR•IPV6•18『线路15』
CCTV15音乐,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8$LR•IPV6•18『线路16』
CCTV15音乐,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$LR•IPV6•18『线路17』
CCTV15音乐,https://live.chinacert.cftest5.cn/mg/?id=673168223$LR•IPV4•18『线路18』
CCTV16奥林匹克,http://gmxw.7766.org:808/hls/169/index.m3u8$LR•IPV4•15『线路1』
CCTV16奥林匹克,http://183.11.239.36:808/hls/169/index.m3u8$LR•IPV4•15『线路2』
CCTV16奥林匹克,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$LR•IPV4•15『线路3』
CCTV16奥林匹克,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226888/.m3u8$LR•IPV4•15『线路4』
CCTV16奥林匹克,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$LR•IPV4•15『线路5』
CCTV16奥林匹克,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100$LR•IPV4•15『线路6』
CCTV16奥林匹克,http://fm1077.serv00.net/Smart.php?id=cctv16$LR•IPV4•15『线路7』
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6•15『线路8』
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8$LR•IPV6•15『线路9』
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$LR•IPV6•15『线路10』
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8$LR•IPV6•15『线路11』
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6•15『线路12』
CCTV16奥林匹克,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$LR•IPV6•15『线路13』
CCTV16奥林匹克,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226887/1.m3u8$LR•IPV6•15『线路14』
CCTV16奥林匹克,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226888/1.m3u8$LR•IPV6•15『线路15』
CCTV17农业农村,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$LR•IPV4•17『线路1』
CCTV17农业农村,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$LR•IPV4•17『线路2』
CCTV17农业农村,http://183.11.239.36:808/hls/35/index.m3u8$LR•IPV4•17『线路3』
CCTV17农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8$LR•IPV4•17『线路4』
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$LR•IPV4•17『线路5』
CCTV17农业农村,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765$LR•IPV4•17『线路6』
CCTV17农业农村,http://fm1077.serv00.net/Smart.php?id=cctv17$LR•IPV4•17『线路7』
CCTV17农业农村,http://[2409:8087:1a01:df::4025]:80/TVOD/88888888/224/3221225708/main.m3u8$LR•IPV6•17『线路8』
CCTV17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6•17『线路9』
CCTV17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6•17『线路10』
CCTV17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8CCTV1$LR•IPV6•17『线路11』
CCTV17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8$LR•IPV6•17『线路12』
CCTV17农业农村,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8$LR•IPV6•17『线路13』
CCTV17农业农村,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8$LR•IPV6•17『线路14』
CCTV17农业农村,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8$LR•IPV6•17『线路15』
CCTV17农业农村,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226442/1.m3u8$LR•IPV6•17『线路16』
CCTV17农业农村,https://live.chinacert.cftest5.cn/mg/?id=673168256$LR•IPV4•17『线路17』
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4•7『线路1』
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$LR•IPV4•7『线路2』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$LR•IPV4•7『线路3』
CCTV1,https://v.lib.tju.edu.cn/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/319faa5444-0-0-93c6e2d1598737cd82cb99e49c9e22bc/index.m3u8$LR•IPV4•7『线路4』
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4•7『线路5』
CCTV1,http://ygbh.site/php/bfgd.php?id=488$LR•IPV4•7『线路6』
